r,rtype,zr,effshape,dirsign5,authordate,studyid,siteid,ecosystype,expsyst,manip,design,inddivcause,establfrom,divmeas,fglevels,splevels,maxspno,noplots,nospec,tl_manip,tl_measur,trophrel,variable,groupvar,service,ecoserv,residinvad,statdyn,ratestock,resplevel
0.882,univar,1.384,no,0,Koricheva et al. 2000,103,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,1°Consumer,above,no. of wingless aphids,1°+consumer abundance,r,bioregulation,1,static,s,com
NA,,NA,no,0,Koricheva et al. 2000,103,S170,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,3,5,high,64,48,1°Producer,1°Consumer,above,no. of other herbivores,1°+consumer abundance,r,bioregulation,1,static,s,com
-0.307,univar,-0.317,negative linear,-2,Koricheva et al. 2000,104,S420,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,4,intermediate,56,12,1°Producer,1°Consumer,above,no. of Cicadellidae,1°+consumer abundance,r,bioregulation,1,static,s,com
0.263,univar,0.269,no,0,Koricheva et al. 2000,104,S420,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,4,intermediate,56,12,1°Producer,1°Consumer,above,no. of other herbivores (Miridae),1°+consumer abundance,r,bioregulation,1,static,s,com
0.307,univar,0.317,no,0,Koricheva et al. 2000,104,S420,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,4,intermediate,56,12,1°Producer,1°Consumer,above,no. of wingless aphids,1°+consumer abundance,r,bioregulation,1,static,s,com
0.531,univar,0.592,no,0,Koricheva et al. 2000,104,S420,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,4,intermediate,56,12,1°Producer,2°Consumer,above,no. of predators,1°+consumer abundance,r,bioregulation,1,static,s,com
0.872,univar,1.34,no,0,Koricheva et al. 2000,104,S420,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,4,intermediate,56,12,1°Producer,2°Consumer,above,no. of parasitoids,1°+consumer abundance,r,bioregulation,1,static,s,com
-0.807,univar,-1.118,negative log-linear,-2,Hector et al. 2001,105,S80,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,66,47,1°Producer,1°Producer,same,no. of internal invader species,Invader 1°producer diversity,r,bioregulation,2,static,s,com
-0.55,univar,-0.619,negative log-linear,-2,Hector et al. 2001,105,S80,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,66,47,1°Producer,1°Producer,same,no. of invader seedlings (internal),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.425,univar,-0.454,negative log-linear,-2,Hector et al. 2001,105,S80,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,66,47,1°Producer,1°Producer,same,no. of external invader species,Invader 1°producer diversity,r,bioregulation,2,static,s,com
-0.379,univar,-0.399,negative log-linear,-2,Hector et al. 2001,105,S80,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,66,47,1°Producer,1°Producer,same,no. of invader seedlings (external),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
0.18,univar,0.182,no,0,Naeem et al. 2000,106,S690,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,2,14,intermediate,116,20,1°Producer,Detritivores,above,no. carbon sources used by bacteria,1°+decomposer diversity,r,bioregulation,1,static,s,com
0.39,univar,0.412,positive,2,Naeem et al. 2000,106,S690,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,2,14,intermediate,116,20,Detritivores,Detritivores,same,no. carbon sources used by bacteria,1°+decomposer diversity,r,bioregulation,1,static,s,com
0.525,multivar,0.583,positive,2,Naeem et al. 2000,106,S690,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,2,14,intermediate,116,20,Detritivores,Detritivores,same,biomass (conversion of densities),1°+decomposer abundance,s,nutrient cycling,1,static,s,com
0.7,univar,0.867,positive linear,2,Naeem et al. 2000,106,S690,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,2,14,intermediate,116,20,1°Producer,1°Producer,same,biomass (algal biovolume),1°producer abundance,s,prim prod,1,static,s,com
NA,,NA,no,0,Naeem et al. 2000,106,S690,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,2,14,intermediate,116,20,Detritivores,1°Producer,above,biomass (algal biovolume),1°producer abundance,s,prim prod,1,static,s,com
NA,,NA,no,0,Naeem et al. 2000,106,S690,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,2,14,intermediate,116,20,1°Producer,Detritivores,above,biomass (conversion of densities),1°+decomposer abundance,s,nutrient cycling,1,static,s,com
-0.986,univar,-2.463,negative linear,-2,Tilman 1997,108,S60,grassland,field,indirect,,natural,propagules/colonization,SpRichn,1,19,high,30,NA,1°Producer,1°Producer,same,no. of species established (invader),Invader 1°producer diversity,r,bioregulation,2,static,s,com
-0.24,univar,-0.245,negative linear,-2,Tilman et al. 1997,109,S60,grassland,field,indirect,,natural,propagules/colonization,SpRichn,1,19,high,30,NA,1°Producer,1°Producer,same,plant %N,nutrient concentration plants,s,nutrient cycling,1,static,s,com
-0.18,univar,-0.182,negative linear,-2,Tilman et al. 1997,109,S60,grassland,field,indirect,,natural,propagules/colonization,SpRichn,1,19,high,30,NA,1°Producer,Ecosystem,eco,soil NO3,soil nutrient supply,s,soil fertility,1,static,s,eco
-0.11,univar,-0.11,negative linear,-1,Tilman et al. 1997,109,S60,grassland,field,indirect,,natural,propagules/colonization,SpRichn,1,19,high,30,NA,1°Producer,Ecosystem,eco,soil NH4,soil nutrient supply,s,soil fertility,1,static,s,eco
0.1,univar,0.1,positive linear,1,Tilman et al. 1997,109,S60,grassland,field,indirect,,natural,propagules/colonization,SpRichn,1,19,high,30,NA,1°Producer,1°Producer,same,plant total N,nutrient concentration plants,s,nutrient cycling,1,static,s,com
0.2,univar,0.203,positive log-linear,2,Tilman et al. 1997,109,S60,grassland,field,indirect,,natural,propagules/colonization,SpRichn,1,19,high,30,NA,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
0.24,univar,0.245,positive linear,2,Tilman et al. 1997,109,S60,grassland,field,indirect,,natural,propagules/colonization,SpRichn,1,19,high,30,NA,1°Producer,1°Producer,same,-light penetration,1°producer abundance,p,prim prod,1,static,s,com
-0.482,univar,-0.526,negative linear,-2,Sankaran & McNaughton 1999,110,S700,grassland,field,indirect,,natural,propagules/colonization,diversity,1,30,high,72,115,1°Producer,1°Producer,same,no. new species,Invader 1°producer diversity,r,bioregulation,2,variable,s,com
-0.304,univar,-0.314,negative log-linear,-2,Sankaran & McNaughton 1999,110,S700,grassland,field,indirect,,natural,propagules/colonization,diversity,1,30,high,72,115,1°Producer,1°Producer,same,species composition change (change in relative contribution of diff. species),1°producer composition change,r,bioregulation,1,variable,r,com
-0.167,univar,-0.169,negative linear,-2,Sankaran & McNaughton 1999,110,S700,grassland,field,indirect,,natural,propagules/colonization,diversity,1,30,high,72,115,1°Producer,1°Producer,same,no. species extinctions,1°producer diversity,r,bioregulation,1,variable,s,com
0.709,univar,0.885,positive log-linear,2,Sankaran & McNaughton 1999,110,S700,grassland,field,indirect,,natural,propagules/colonization,diversity,1,30,high,72,115,1°Producer,1°Producer,same,species turnover (proportion of species common to pre-&postdisturbance communities),1°producer composition change,r,bioregulation,1,variable,r,com
0.059,univar,0.059,no,0,Law et al. 2000,111,S710,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,60,6,Multitrophic,Multitrophic,same,pop. size (invader: Blepharisma),Invader Multitrophic abundance,r,bioregulation,2,static,s,pop
0.158,univar,0.159,no,0,Law et al. 2000,111,S710,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,60,6,Multitrophic,Multitrophic,same,pop. size (invader: Paramecium),Invader Multitrophic abundance,r,bioregulation,2,static,s,pop
0.231,univar,0.236,no,0,Law et al. 2000,111,S710,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,60,6,Multitrophic,Multitrophic,same,pop. size (invader: Amoeba),Invader Multitrophic abundance,r,bioregulation,2,static,s,pop
0.255,univar,0.26,no,0,Law et al. 2000,111,S710,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,60,6,Multitrophic,Multitrophic,same,pop. size (invader: Euplotes),Invader Multitrophic abundance,r,bioregulation,2,static,s,pop
-0.568,univar,-0.645,negative linear,-2,Lyons & Schwartz 2001,112,S720,grassland,field,indirect,,,propagules/colonization,SpRichn,1,6,low,53,22,1°Producer,1°Producer,same,no. invader plants (fruiting L. multiflorum,Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.529,univar,-0.589,negative log-linear,-2,Kennedy et al. 2002,113,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Producer,same,no. of (alien) invader plants,Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.529,univar,-0.589,negative log-linear,-2,Kennedy et al. 2002,113,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Producer,same,total cover (alien invader),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.412,univar,-0.438,negative log-linear,-2,Kennedy et al. 2002,113,S60,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,7,low,147,24,1°Producer,1°Producer,same,size of largest invader,Invader 1°producer abundance,r,bioregulation,2,static,s,pop
0.627,univar,0.736,positive,2,Stocker et al. 1999,114,S110,grassland,field,direct,substitutive,,juveniles,SpRichn,3,3,high,12,31,1°Producer,1°Producer,same,CO2 assimilation,CO2,r,climate regulation,1,static,r,eco
0.627,univar,0.736,positive,2,Stocker et al. 1999,114,S110,grassland,field,direct,substitutive,,juveniles,SpRichn,3,3,high,12,31,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,no,0,Stocker et al. 1999,114,S110,grassland,field,direct,substitutive,,juveniles,SpRichn,3,3,high,12,31,1°Producer,1°Producer,same,CO2 assimilation,CO2,r,climate regulation,1,static,r,eco
NA,,NA,no,0,Stocker et al. 1999,114,S110,grassland,field,direct,substitutive,,juveniles,SpRichn,3,3,high,12,31,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,no,0,Stocker et al. 1999,114,S110,grassland,field,direct,substitutive,,juveniles,SpRichn,3,3,high,12,31,1°Producer,Ecosystem,eco,water vapour fluxes,water cycle,s,water cycl,1,static,r,eco
NA,,NA,no,0,Stocker et al. 1999,114,S110,grassland,field,direct,substitutive,,juveniles,SpRichn,3,3,high,12,31,1°Producer,1°Producer,same,CO2 assimilation,CO2,r,climate regulation,1,variable,r,eco
NA,,NA,no,0,Siemann 1998,115,S60,grassland,field,indirect,,nutrient,propagules/colonization,SpRichn,1,3,low,15,NA,1°Producer,Multitrophic,above,abundance arthropods,1°+consumer abundance,r,bioregulation,1,static,s,com
NA,,NA,negative,-2,Siemann 1998,115,S60,grassland,field,indirect,,nutrient,propagules/colonization,SpRichn,1,3,low,15,NA,1°Producer,Detritivores,above,abundance arthropods,1°+consumer abundance,r,bioregulation,1,static,s,com
NA,,NA,no,0,Siemann 1998,115,S60,grassland,field,indirect,,nutrient,propagules/colonization,SpRichn,1,3,low,15,NA,1°Producer,1°Consumer,above,abundance arthropods,1°+consumer abundance,r,bioregulation,1,static,s,com
NA,,NA,positive,0,Siemann 1998,115,S60,grassland,field,indirect,,nutrient,propagules/colonization,SpRichn,1,3,low,15,NA,1°Producer,2°Consumer,above,abundance arthropods,1°+consumer abundance,r,bioregulation,1,static,s,com
NA,,NA,no,0,Siemann 1998,115,S60,grassland,field,indirect,,nutrient,propagules/colonization,SpRichn,1,3,low,15,NA,1°Producer,2°Consumer,above,abundance arthropods,1°+consumer abundance,r,bioregulation,1,static,s,com
NA,,NA,negative,-2,Siemann 1998,115,S60,grassland,field,indirect,,nutrient,propagules/colonization,SpRichn,1,3,low,15,NA,1°Producer,1°Producer,same,foliar carbon:nitrogen,nutrient concentration plants,s,nutrient cycling,1,static,s,com
NA,,NA,no,0,Siemann 1998,115,S60,grassland,field,indirect,,nutrient,propagules/colonization,SpRichn,1,3,low,15,NA,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
NA,,NA,negative,-2,Siemann 1998,115,S60,grassland,field,indirect,,nutrient,propagules/colonization,SpRichn,1,3,low,15,NA,1°Producer,Multitrophic,above,species richness arthropods,1°+consumer diversity,r,bioregulation,1,static,s,com
NA,,NA,no,0,Siemann 1998,115,S60,grassland,field,indirect,,nutrient,propagules/colonization,SpRichn,1,3,low,15,NA,1°Producer,Detritivores,above,species richness arthropods,1°+decomposer diversity,r,bioregulation,1,static,s,com
NA,,NA,no,0,Siemann 1998,115,S60,grassland,field,indirect,,nutrient,propagules/colonization,SpRichn,1,3,low,15,NA,1°Producer,1°Consumer,above,species richness arthropods,1°+consumer diversity,r,bioregulation,1,static,s,com
NA,,NA,negative,-2,Siemann 1998,115,S60,grassland,field,indirect,,nutrient,propagules/colonization,SpRichn,1,3,low,15,NA,1°Producer,2°Consumer,above,species richness arthropods,1°+consumer diversity,r,bioregulation,1,static,s,com
NA,,NA,negative,-2,Siemann 1998,115,S60,grassland,field,indirect,,nutrient,propagules/colonization,SpRichn,1,3,low,15,NA,1°Producer,2°Consumer,above,species richness arthropods,1°+consumer diversity,r,bioregulation,1,static,s,com
0.374,univar,0.393,positive linear,2,Symstad et al. 2000,116,S60,grassland,field,direct,additive,,removal,SpRichn,3,NA,low,30,NA,1°Producer,1°Consumer,above,species richness (Homoptera),1°+consumer diversity,r,bioregulation,1,static,s,com
0.49,univar,0.536,positive linear,2,Symstad et al. 2000,116,S60,grassland,field,direct,additive,,removal,SpRichn,3,NA,low,30,NA,1°Producer,1°Consumer,above,species richness (Coleoptera),1°+consumer diversity,r,bioregulation,1,static,s,com
NA,,NA,no,0,Symstad et al. 2000,116,S60,grassland,field,direct,additive,,removal,FgRichn,3,NA,low,30,NA,1°Producer,Multitrophic,above,species richness arthropods,1°+consumer diversity,r,bioregulation,1,static,s,com
NA,,NA,no,0,Symstad et al. 2000,116,S60,grassland,field,direct,additive,,removal,FgRichn,3,NA,low,30,NA,1°Producer,Multitrophic,above,"species richness (individ. arthropod groups, except Homoptera)",1°+consumer diversity,r,bioregulation,1,static,s,com
0.047,univar,0.047,no,0,Rodriguez & Hawkins 2000,117,S740,grassland,field,indirect,,natural,propagules/colonization,SpRichn,1,8,low,30,NA,2°Consumer,2°Consumer,same,total parasitism rate,1°+consumer abundance,r,bioregulation,1,static,r,com
0.146,univar,0.147,no,0,Rodriguez & Hawkins 2000,117,S740,grassland,field,indirect,,natural,propagules/colonization,SpRichn,1,8,low,30,NA,2°Consumer,2°Consumer,same,total parasitism rate (c.v),1°+consumer abundance,r,bioregulation,1,variable,r,com
0.423,univar,0.451,positive,2,Hawkins & Porter 2003,118,S880,ruderal/salt marsh,field,indirect,,natural,propagules/colonization,SpRichn,1,100,high,93,NA,1°Producer,1°Consumer,above,butterfly species richness,1°+consumer diversity,r,bioregulation,1,static,s,com
0.576,univar,0.656,positive,2,Hawkins & Porter 2003,118,S880,ruderal/salt marsh,field,indirect,,natural,propagules/colonization,SpRichn,1,100,high,93,NA,1°Producer,1°Consumer,above,butterfly species richness,1°+consumer diversity,r,bioregulation,1,static,s,com
0.597,univar,0.688,positive,2,Hawkins & Porter 2003,118,S880,ruderal/salt marsh,field,indirect,,natural,propagules/colonization,SpRichn,1,100,high,93,NA,1°Producer,1°Consumer,above,monophagous butterfly spc. richness,1°+consumer diversity,r,bioregulation,1,static,s,com
0.461,multivar,0.499,positive,0,Biles et al. 2003,119,S870,aquatic marine,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,4,5,low,17,5,Multitrophic,Ecosystem,eco,NH4-N production,soil nutrient supply,s,nutrient cycling,1,static,r,eco
-0.561,univar,-0.634,negative,-2,Brown & Fridley 2003,120,S760,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,3,high,30,30,1°Producer,1°Producer,same,cover of invasive species,Invader 1°producer abundance,r,bioregulation,2,static,s,pop
NA,,NA,negative,-2,Duffy et al. 2003,121,S800,aquatic marine,field,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,40,6,2°Consumer,1°Consumer,below,benthic comm. diversity (eaten by grazers),1°+consumer diversity,r,bioregulation,1,static,s,com
NA,,NA,positive,2,Duffy et al. 2003,121,S800,aquatic marine,field,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,40,6,1°Consumer,1°Producer,below,-dominance fouling community,1°producer diversity,r,bioregulation,1,static,s,com
NA,,NA,positive,2,Duffy et al. 2003,121,S800,aquatic marine,field,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,40,6,Multitrophic,Multitrophic,same,-dominance whole community,1°+consumer diversity,r,bioregulation,1,static,s,com
NA,,NA,no,0,Duffy et al. 2003,121,S800,aquatic marine,field,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,40,6,1°Consumer,1°Producer,below,eelgrass biomass,1°producer abundance,s,prim prod,1,static,s,com
NA,,NA,positive,2,Duffy et al. 2003,121,S800,aquatic marine,field,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,40,6,1°Consumer,1°Consumer,same,grazer biomass,1°+consumer abundance,r,bioregulation,1,static,s,com
NA,,NA,negative,-2,Duffy et al. 2003,121,S800,aquatic marine,field,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,40,6,1°Consumer,1°Producer,below,biomass total (algae),1°producer abundance,s,prim prod,1,static,s,com
